Time,Dissipation Rate Incompressible,Dissipation Rate Compressible,Ekin incomp,Ekin comp,Enstrophy comp,DR_u,DR_S,DR_Sd,DR_p,Maximum Vorticity,Mean Temperature,uprime,Mean Entropy,ED_S,ED_D
0.14426387521802E+00002, 0.47825032924578E-00002, 0.47832334173061E-00002, 0.39296164237216E-00001, 0.39292853130402E-00001, 0.38225741275071E+00001, 0.47825010229579E-00002, 0.47825032924578E-00002, 0.47825013505559E-00002, 0.73206675024733E-00006, 0.28116914470354E+00002, 0.10004809616131E+00001, 0.16185624122909E+00000, -.10672942739477E+00002, 0.47824987534581E-00002, 0.38838036625333E-00008
0.14456811958172E+00002, 0.47509066152509E-00002, 0.47516463142591E-00002, 0.39151078459312E-00001, 0.39147795531451E-00001, 0.37973405095848E+00001, 0.47509046364136E-00002, 0.47509066152509E-00002, 0.47509048820459E-00002, 0.74143221322248E-00006, 0.26817491646884E+00002, 0.10004817716324E+00001, 0.16155716936390E+00000, -.10672944771989E+00002, 0.47509026575762E-00002, 0.34664100356112E-00008
0.14487229893283E+00002, 0.47194330608087E-00002, 0.47182346139583E-00002, 0.39007047231227E-00001, 0.39003764057749E-00001, 0.37722028943757E+00001, 0.47194312576155E-00002, 0.47194330608087E-00002, 0.47194314599011E-00002, -.11968459428009E-00005, 0.26606497055141E+00002, 0.10004825758946E+00001, 0.16125972266549E+00000, -.10672946790639E+00002, 0.47194294544222E-00002, 0.32018154105535E-00008
0.14500000000000E+00002, 0.47062538225689E-00002, 0.47045055017219E-00002, 0.38946872396597E-00001, 0.38943598211101E-00001, 0.37616768122496E+00001, 0.47062520236988E-00002, 0.47062538225689E-00002, 0.47062522314268E-00002, -.17467297049389E-00005, 0.26974510438363E+00002, 0.10004829118532E+00001, 0.16113528973422E+00000, -.10672947634124E+00002, 0.47062502248284E-00002, 0.31822842341965E-00008
0.14517483065355E+00002, 0.46882773220129E-00002, 0.46864766753726E-00002, 0.38864748324186E-00001, 0.38861505687802E-00001, 0.37473200039700E+00001, 0.46882755429525E-00002, 0.46882773220129E-00002, 0.46882757533693E-00002, -.17990779967055E-00005, 0.27025172986371E+00002, 0.10004833701926E+00001, 0.16096531370492E+00000, -.10672948785096E+00002, 0.46882737638922E-00002, 0.31372871859234E-00008
0.14547871102873E+00002, 0.46571636965353E-00002, 0.46563999576124E-00002, 0.38722684368883E-00001, 0.38719548095500E-00001, 0.37224735414875E+00001, 0.46571620951376E-00002, 0.46571636965353E-00002, 0.46571622608467E-00002, -.76230323427515E-00006, 0.27327453142075E+00002, 0.10004841626663E+00001, 0.16067085271632E+00000, -.10672950775203E+00002, 0.46571604937398E-00002, 0.28713774497941E-00008
0.14578237153083E+00002, 0.46262852867999E-00002, 0.46265229029430E-00002, 0.38581614009140E-00001, 0.38578601968144E-00001, 0.36978143430869E+00001, 0.46262837497595E-00002, 0.46262852867999E-00002, 0.46262839062245E-00002, 0.23899671850397E-00006, 0.27211708375339E+00002, 0.10004849498050E+00001, 0.16037791620449E+00000, -.10672952750697E+00002, 0.46262822127192E-00002, 0.27611504626292E-00008
0.14608596841472E+00002, 0.45956565425394E-00002, 0.45969059348956E-00002, 0.38441521658190E-00001, 0.38438588506947E-00001, 0.36733503963416E+00001, 0.45956548824892E-00002, 0.45956565425394E-00002, 0.45956550901414E-00002, 0.12508447542665E-00005, 0.26775215072398E+00002, 0.10004857321542E+00001, 0.16008648008330E+00000, -.10672954712711E+00002, 0.45956532224391E-00002, 0.29047958799522E-00008
0.14638973672181E+00002, 0.45652891994006E-00002, 0.45659552276548E-00002, 0.38302316479248E-00001, 0.38299409293996E-00001, 0.36490925875499E+00001, 0.45652876361232E-00002, 0.45652891994006E-00002, 0.45652878201649E-00002, 0.66740748996181E-00006, 0.26215359909025E+00002, 0.10004865096567E+00001, 0.15979636307761E+00000, -.10672956662865E+00002, 0.45652860728458E-00002, 0.27584713992060E-00008
0.14669384050796E+00002, 0.45352078883946E-00002, 0.45328677635271E-00002, 0.38163939779118E-00001, 0.38161055459750E-00001, 0.36250640681681E+00001, 0.45352063909227E-00002, 0.45352078883946E-00002, 0.45352065607472E-00002, -.23387972200734E-00005, 0.25469932475476E+00002, 0.10004872821500E+00001, 0.15950744973014E+00000, -.10672958602312E+00002, 0.45352048934507E-00002, 0.26552947926057E-00008
0.14699827154450E+00002, 0.45054547712317E-00002, 0.45017986241139E-00002, 0.38026359711196E-00001, 0.38023541193290E-00001, 0.36012998466231E+00001, 0.45054531422725E-00002, 0.45054547712317E-00002, 0.45054533640571E-00002, -.36547399431971E-00005, 0.26222973905737E+00002, 0.10004880498249E+00001, 0.15921967992095E+00000, -.10672960531104E+00002, 0.45054515133132E-00002, 0.28143492682316E-00008
0.14730263192789E+00002, 0.44761220793799E-00002, 0.44744273810438E-00002, 0.37889661700703E-00001, 0.37886943966217E-00001, 0.35778720993265E+00001, 0.44761205812788E-00002, 0.44761220793799E-00002, 0.44761207729811E-00002, -.16933919372839E-00005, 0.26247404995992E+00002, 0.10004888124748E+00001, 0.15893323902549E+00000, -.10672962446866E+00002, 0.44761190831776E-00002, 0.26127974492354E-00008
0.14760697397118E+00002, 0.44472657442000E-00002, 0.44481470757403E-00002, 0.37753795214077E-00001, 0.37751165699521E-00001, 0.35548231488493E+00001, 0.44472643848827E-00002, 0.44472657442000E-00002, 0.44472645447937E-00002, 0.88253094656352E-00006, 0.26490307273058E+00002, 0.10004895708612E+00001, 0.15864802806649E+00000, -.10672964350122E+00002, 0.44472630255654E-00002, 0.23988125898416E-00008
0.14791141252305E+00002, 0.44189156771643E-00002, 0.44216985834339E-00002, 0.37618729180204E-00001, 0.37616144787620E-00001, 0.35321780696222E+00001, 0.44189141601167E-00002, 0.44189156771643E-00002, 0.44189143733702E-00002, 0.27842100636999E-00005, 0.25914893844922E+00002, 0.10004903250592E+00001, 0.15836398828901E+00000, -.10672966241799E+00002, 0.44189126430692E-00002, 0.26075883802736E-00008
0.14821594019331E+00002, 0.43911249087343E-00002, 0.43930418189737E-00002, 0.37484477155824E-00001, 0.37481915782957E-00001, 0.35099829269475E+00001, 0.43911234156280E-00002, 0.43911249087343E-00002, 0.43911236147258E-00002, 0.19182042479038E-00005, 0.25702064872668E+00002, 0.10004910743503E+00001, 0.15808115459224E+00000, -.10672968122071E+00002, 0.43911219225216E-00002, 0.25880168962695E-00008
0.14852050207652E+00002, 0.43639754144890E-00002, 0.43613594682928E-00002, 0.37351107845029E-00001, 0.37348596828884E-00001, 0.34883027682849E+00001, 0.43639740423193E-00002, 0.43639754144890E-00002, 0.43639742050734E-00002, -.26147367805613E-00005, 0.25678997501444E+00002, 0.10004918184537E+00001, 0.15779967859078E+00000, -.10672969990849E+00002, 0.43639726701495E-00002, 0.24188313280986E-00008
0.14882523354473E+00002, 0.43374988288001E-00002, 0.43321266866029E-00002, 0.37218556768045E-00001, 0.37216149412143E-00001, 0.34671587809478E+00001, 0.43374973222561E-00002, 0.43374988288001E-00002, 0.43374975379968E-00002, -.53708513939185E-00005, 0.25878175848059E+00002, 0.10004925582031E+00001, 0.15751943111469E+00000, -.10672971849237E+00002, 0.43374958157120E-00002, 0.25816066501613E-00008
0.14913028518543E+00002, 0.43116881352154E-00002, 0.43087585753612E-00002, 0.37086635736241E-00001, 0.37084362360058E-00001, 0.34465439824232E+00001, 0.43116866662309E-00002, 0.43116881352154E-00002, 0.43116868696387E-00002, -.29282942774259E-00005, 0.26434783167499E+00002, 0.10004932943639E+00001, 0.15724001979191E+00000, -.10672973698424E+00002, 0.43116851972464E-00002, 0.25311534457410E-00008
0.14943568761403E+00002, 0.42865351278150E-00002, 0.42874542882110E-00002, 0.36955257647749E-00001, 0.36953093595510E-00001, 0.34264534806635E+00001, 0.42865338122702E-00002, 0.42865351278150E-00002, 0.42865339566555E-00002, 0.92033155549790E-00006, 0.26474176051792E+00002, 0.10004940271862E+00001, 0.15696126411262E+00000, -.10672975538855E+00002, 0.42865324967253E-00002, 0.23423190626114E-00008
0.14974128350889E+00002, 0.42620297874782E-00002, 0.42652947377143E-00002, 0.36824525545902E-00001, 0.36822402358240E-00001, 0.34068806902256E+00001, 0.42620283324602E-00002, 0.42620297874782E-00002, 0.42620285118200E-00002, 0.32662258942487E-00005, 0.25935893996980E+00002, 0.10004947565182E+00001, 0.15668338679409E+00000, -.10672977369843E+00002, 0.42620268774420E-00002, 0.25513163662940E-00008
0.15000000000000E+00002, 0.42417632064071E-00002, 0.42446548393509E-00002, 0.36714445935209E-00001, 0.36712310522221E-00001, 0.33906936472394E+00001, 0.42417617314462E-00002, 0.42417632064071E-00002, 0.42417619071978E-00002, 0.28929321531578E-00005, 0.26091558463339E+00002, 0.10004953710267E+00001, 0.15644902457395E+00000, -.10672978911861E+00002, 0.42417602564855E-00002, 0.25984185318381E-00008
0.15004585724928E+00002, 0.42382221183914E-00002, 0.42407093495390E-00002, 0.36694993148213E-00001, 0.36692854171739E-00001, 0.33878652979114E+00001, 0.42382206656291E-00002, 0.42382221183914E-00002, 0.42382208322101E-00002, 0.24885173289099E-00005, 0.26086539531661E+00002, 0.10004954796669E+00001, 0.15640757259633E+00000, -.10672979184421E+00002, 0.42382192128669E-00002, 0.25723624448777E-00008
0.15035157900793E+00002, 0.42148855246003E-00002, 0.42126582528795E-00002, 0.36565765306385E-00001, 0.36563627019309E-00001, 0.33692249634644E+00001, 0.42148842074393E-00002, 0.42148855246003E-00002, 0.42148843175255E-00002, -.22260646459932E-00005, 0.26138745662903E+00002, 0.10004962016404E+00001, 0.15613192137075E+00000, -.10672980995762E+00002, 0.42148828902784E-00002, 0.24141496418998E-00008
0.15065734278796E+00002, 0.41920422137870E-00002, 0.41863269900171E-00002, 0.36437278782459E-00001, 0.36435231386215E-00001, 0.33509786505247E+00001, 0.41920407456205E-00002, 0.41920422137870E-00002, 0.41920408962198E-00002, -.57139062027097E-00005, 0.26130756085353E+00002, 0.10004969191646E+00001, 0.15585736809117E+00000, -.10672982797480E+00002, 0.41920392774543E-00002, 0.26351344234166E-00008
0.15096317293008E+00002, 0.41696193183100E-00002, 0.41657505620390E-00002, 0.36309400594709E-00001, 0.36307524754041E-00001, 0.33330714311664E+00001, 0.41696177979280E-00002, 0.41696193183100E-00002, 0.41696179607578E-00002, -.38673987187912E-00005, 0.25753747675321E+00002, 0.10004976318871E+00001, 0.15558363366093E+00000, -.10672984589912E+00002, 0.41696162775460E-00002, 0.27151043667746E-00008
0.15126905607654E+00002, 0.41475455488638E-00002, 0.41474703370035E-00002, 0.36182098603484E-00001, 0.36180377272313E-00001, 0.33154452938142E+00001, 0.41475441964801E-00002, 0.41475455488638E-00002, 0.41475443072311E-00002, -.73970227620129E-00007, 0.25182075101290E+00002, 0.10004983406850E+00001, 0.15531065343044E+00000, -.10672986373140E+00002, 0.41475428440964E-00002, 0.24832656003718E-00008
0.15157500728144E+00002, 0.41257483028785E-00002, 0.41283317101022E-00002, 0.36055441736983E-00001, 0.36053771756509E-00001, 0.32980376357865E+00001, 0.41257468626582E-00002, 0.41257483028785E-00002, 0.41257470151862E-00002, 0.25846949159396E-00005, 0.25418025934327E+00002, 0.10004990471262E+00001, 0.15503857957937E+00000, -.10672988147382E+00002, 0.41257454224379E-00002, 0.25753844818252E-00008
0.15188101307752E+00002, 0.41041646198798E-00002, 0.41074963816045E-00002, 0.35929451436551E-00001, 0.35927750866105E-00001, 0.32807976067379E+00001, 0.41041631446434E-00002, 0.41041646198798E-00002, 0.41041633239697E-00002, 0.33330576347438E-00005, 0.24346208570140E+00002, 0.10004997513340E+00001, 0.15476746306756E+00000, -.10672989912659E+00002, 0.41041616694072E-00002, 0.25918201215680E-00008
0.15218706628156E+00002, 0.40827540685191E-00002, 0.40828564181214E-00002, 0.35804110692134E-00001, 0.35802403806046E-00001, 0.32636960166442E+00001, 0.40827528411949E-00002, 0.40827540685191E-00002, 0.40827529512829E-00002, 0.10346683845808E-00006, 0.24945879611745E+00002, 0.10005004517885E+00001, 0.15449727223511E+00000, -.10672991669007E+00002, 0.40827516138708E-00002, 0.22344725053004E-00008
0.15249320889293E+00002, 0.40614919396898E-00002, 0.40573313556069E-00002, 0.35679417074613E-00001, 0.35677804601986E-00001, 0.32467141361793E+00001, 0.40614906618765E-00002, 0.40614919396898E-00002, 0.40614908007701E-00002, -.41594451632269E-00005, 0.23838521899110E+00002, 0.10005011472475E+00001, 0.15422800669704E+00000, -.10672993416735E+00002, 0.40614893840633E-00002, 0.22778392983854E-00008
0.15279952216066E+00002, 0.40403501707752E-00002, 0.40360257276732E-00002, 0.35555304813123E-00001, 0.35553858033428E-00001, 0.32298281131748E+00001, 0.40403488479658E-00002, 0.40403501707752E-00002, 0.40403490145351E-00002, -.43232868618413E-00005, 0.24591761027062E+00002, 0.10005018382599E+00001, 0.15395952890965E+00000, -.10672995156357E+00002, 0.40403475251564E-00002, 0.23124803139196E-00008
0.15310597651614E+00002, 0.40193126303437E-00002, 0.40171235926548E-00002, 0.35431765014034E-00001, 0.35430460786289E-00001, 0.32130228936422E+00001, 0.40193115474266E-00002, 0.40193126303437E-00002, 0.40193116449645E-00002, -.21880523096948E-00005, 0.23910317093144E+00002, 0.10005025265374E+00001, 0.15369182371233E+00000, -.10672996887747E+00002, 0.40193104645092E-00002, 0.19707585911391E-00008
0.15341241441821E+00002, 0.39983953104961E-00002, 0.39988265843335E-00002, 0.35308885514969E-00001, 0.35307641119681E-00001, 0.31963111919073E+00001, 0.39983941629566E-00002, 0.39983953104961E-00002, 0.39983942843349E-00002, 0.43229999856063E-00006, 0.23975081642152E+00002, 0.10005032128420E+00001, 0.15342508598655E+00000, -.10672998610058E+00002, 0.39983930154170E-00002, 0.20523223418616E-00008
0.15371875609842E+00002, 0.39776351209897E-00002, 0.39807857763511E-00002, 0.35186656196182E-00001, 0.35185410600220E-00001, 0.31797260049604E+00001, 0.39776338689806E-00002, 0.39776351209897E-00002, 0.39776340238542E-00002, 0.31517524969915E-00005, 0.23496441809451E+00002, 0.10005038960626E+00001, 0.15315929876261E+00000, -.10673000322902E+00002, 0.39776326169714E-00002, 0.21942711077952E-00008
0.15402498728633E+00002, 0.39570811445171E-00002, 0.39591828189439E-00002, 0.35065060581464E-00001, 0.35063822021917E-00001, 0.31633081626977E+00001, 0.39570801075018E-00002, 0.39570811445171E-00002, 0.39570802011012E-00002, 0.21026178427749E-00005, 0.23084097352336E+00002, 0.10005045746311E+00001, 0.15289443107684E+00000, -.10673002026283E+00002, 0.39570790704865E-00002, 0.18868317212230E-00008
0.15433113139907E+00002, 0.39367825270134E-00002, 0.39344881439736E-00002, 0.34944157105374E-00001, 0.34942989418604E-00001, 0.31470946484831E+00001, 0.39367815040012E-00002, 0.39367825270134E-00002, 0.39367816131267E-00002, -.22934691531368E-00005, 0.23222795691675E+00002, 0.10005052483643E+00001, 0.15263061533295E+00000, -.10673003720435E+00002, 0.39367804809890E-00002, 0.18277734568735E-00008
0.15463721380586E+00002, 0.39167812487427E-00002, 0.39125712824632E-00002, 0.34823939705885E-00001, 0.34822906883626E-00001, 0.31311183311809E+00001, 0.39167801067053E-00002, 0.39167812487427E-00002, 0.39167802626521E-00002, -.42089801888997E-00005, 0.23027431227640E+00002, 0.10005059181673E+00001, 0.15236784373326E+00000, -.10673005405627E+00002, 0.39167789646680E-00002, 0.19721809885651E-00008
0.15494323858315E+00002, 0.38971198791744E-00002, 0.38944437010771E-00002, 0.34704342883864E-00001, 0.34703453773443E-00001, 0.31154144506757E+00001, 0.38971188568066E-00002, 0.38971198791744E-00002, 0.38971189486208E-00002, -.26752475436732E-00005, 0.22483891471787E+00002, 0.10005065848719E+00001, 0.15210597815090E+00000, -.10673007082024E+00002, 0.38971178344387E-00002, 0.18611073472362E-00008
0.15500000000000E+00002, 0.38935093049602E-00002, 0.38912910917344E-00002, 0.34682223950894E-00001, 0.34681356835964E-00001, 0.31125306762692E+00001, 0.38935082940687E-00002, 0.38935093049602E-00002, 0.38935083742925E-00002, -.22172825581276E-00005, 0.22334748349841E+00002, 0.10005067082390E+00001, 0.15205749778925E+00000, -.10673007392042E+00002, 0.38935072831772E-00002, 0.18613352931735E-00008
0.15524861875059E+00002, 0.38778950317212E-00002, 0.38780931769854E-00002, 0.34585575408887E-00001, 0.34584775742035E-00001, 0.31000590845939E+00001, 0.38778938896366E-00002, 0.38778950317212E-00002, 0.38778939756415E-00002, 0.19920134382879E-00006, 0.21988041410593E+00002, 0.10005072475098E+00001, 0.15184548156791E+00000, -.10673008746599E+00002, 0.38778927475521E-00002, 0.21121594189627E-00008
0.15555461934050E+00002, 0.38591119618489E-00002, 0.38623057079057E-00002, 0.34467115339384E-00001, 0.34466341740345E-00001, 0.30850547252458E+00001, 0.38591105975755E-00002, 0.38591119618489E-00002, 0.38591107304723E-00002, 0.31949774333928E-00005, 0.22037822968978E+00002, 0.10005079086350E+00001, 0.15158521330566E+00000, -.10673010406434E+00002, 0.38591092333020E-00002, 0.24627533083814E-00008
0.15586067235727E+00002, 0.38409045180053E-00002, 0.38430871563930E-00002, 0.34349167846954E-00001, 0.34348412648837E-00001, 0.30705085605893E+00001, 0.38409034004284E-00002, 0.38409045180053E-00002, 0.38409034773783E-00002, 0.21836790147229E-00005, 0.21828673867375E+00002, 0.10005085667568E+00001, 0.15132562648574E+00000, -.10673012058641E+00002, 0.38409022828517E-00002, 0.20812538865156E-00008
0.15616681082151E+00002, 0.38233529059219E-00002, 0.38206397660975E-00002, 0.34231783562470E-00001, 0.34231102312674E-00001, 0.30564864546632E+00001, 0.38233519772436E-00002, 0.38233529059219E-00002, 0.38233520549828E-00002, -.27122888853475E-00005, 0.21465719470050E+00002, 0.10005092218098E+00001, 0.15106683633957E+00000, -.10673013703652E+00002, 0.38233510485654E-00002, 0.17018781868776E-00008
0.15647307723753E+00002, 0.38064980387123E-00002, 0.38017500004205E-00002, 0.34114941409127E-00001, 0.34114391937051E-00001, 0.30430240904010E+00001, 0.38064970744544E-00002, 0.38064980387123E-00002, 0.38064972140627E-00002, -.47472136422601E-00005, 0.21190051199152E+00002, 0.10005098735726E+00001, 0.15080880038231E+00000, -.10673015341982E+00002, 0.38064961101964E-00002, 0.16492988732601E-00008
0.15677951668562E+00002, 0.37903588273915E-00002, 0.37879139360622E-00002, 0.33998531468515E-00001, 0.33998110237517E-00001, 0.30301368893469E+00001, 0.37903580129686E-00002, 0.37903588273915E-00002, 0.37903581144686E-00002, -.24441784064151E-00005, 0.20618379265570E+00002, 0.10005105221640E+00001, 0.15055127912335E+00000, -.10673016974173E+00002, 0.37903571985457E-00002, 0.14258460409387E-00008
0.15708615742123E+00002, 0.37749639278963E-00002, 0.37757007002718E-00002, 0.33882497197677E-00001, 0.33882144075199E-00001, 0.30178433005539E+00001, 0.37749631214272E-00002, 0.37749639278963E-00002, 0.37749632085936E-00002, 0.73749167826866E-00006, 0.20203952082968E+00002, 0.10005111686715E+00001, 0.15029414980337E+00000, -.10673018600689E+00002, 0.37749623149583E-00002, 0.14386055242568E-00008
0.15739285516361E+00002, 0.37603514746284E-00002, 0.37633078789092E-00002, 0.33766861092899E-00001, 0.33766529489277E-00001, 0.30061713781074E+00001, 0.37603504700397E-00002, 0.37603514746284E-00002, 0.37603506096507E-00002, 0.29572692585211E-00005, 0.19808885192732E+00002, 0.10005118138622E+00001, 0.15003746441672E+00000, -.10673020221086E+00002, 0.37603494654510E-00002, 0.17299554951279E-00008
0.15769952795733E+00002, 0.37465315375792E-00002, 0.37482554608321E-00002, 0.33651625416691E-00001, 0.33651337878311E-00001, 0.29951328517057E+00001, 0.37465306553547E-00002, 0.37465315375792E-00002, 0.37465307540269E-00002, 0.17247068052233E-00005, 0.19509868921226E+00002, 0.10005124573175E+00001, 0.14978123028090E+00000, -.10673021835265E+00002, 0.37465297731302E-00002, 0.15671045286588E-00008
0.15800620575935E+00002, 0.37334750362826E-00002, 0.37306732058611E-00002, 0.33536831751808E-00001, 0.33536655328426E-00001, 0.29847084017830E+00001, 0.37334742860117E-00002, 0.37334750362826E-00002, 0.37334743563790E-00002, -.28011505178531E-00005, 0.19107533117203E+00002, 0.10005130979163E+00001, 0.14952554241513E+00000, -.10673023443714E+00002, 0.37334735357408E-00002, 0.13598073142893E-00008
0.15831291752568E+00002, 0.37211181735766E-00002, 0.37166622705182E-00002, 0.33422489298338E-00001, 0.33422460238727E-00001, 0.29748464505115E+00001, 0.37211173102898E-00002, 0.37211181735766E-00002, 0.37211174371609E-00002, -.44551666426521E-00005, 0.18671900126069E+00002, 0.10005137350921E+00001, 0.14927042417112E+00000, -.10673025046903E+00002, 0.37211164470030E-00002, 0.14728312537189E-00008
0.15861968953938E+00002, 0.37093715088349E-00002, 0.37076640515608E-00002, 0.33308502455270E-00001, 0.33308587249877E-00001, 0.29654712755087E+00001, 0.37093707799710E-00002, 0.37093715088349E-00002, 0.37093708733758E-00002, -.17068218150813E-00005, 0.18444890976646E+00002, 0.10005143696933E+00001, 0.14901566462461E+00000, -.10673026645248E+00002, 0.37093700511071E-00002, 0.12709181237776E-00008
0.15892652163827E+00002, 0.36981404486420E-00002, 0.36992233183417E-00002, 0.33194816897135E-00001, 0.33194949697784E-00001, 0.29565033064028E+00001, 0.36981398451504E-00002, 0.36981404486420E-00002, 0.36981399020723E-00002, 0.10834162693355E-00005, 0.18335433872714E+00002, 0.10005150032498E+00001, 0.14876114388987E+00000, -.10673028238993E+00002, 0.36981392416587E-00002, 0.10931394458192E-00008
0.15923335176190E+00002, 0.36873336443733E-00002, 0.36895569894160E-00002, 0.33081436633904E-00001, 0.33081589617187E-00001, 0.29478711727843E+00001, 0.36873328969066E-00002, 0.36873336443733E-00002, 0.36873330056971E-00002, 0.22239837189430E-00005, 0.18142958353192E+00002, 0.10005156362572E+00001, 0.14850687219543E+00000, -.10673029828014E+00002, 0.36873321494398E-00002, 0.12773523188652E-00008
0.15954017218153E+00002, 0.36768561172609E-00002, 0.36776609858828E-00002, 0.32968347532790E-00001, 0.32968560083863E-00001, 0.29395041389797E+00001, 0.36768553985097E-00002, 0.36768561172609E-00002, 0.36768555005122E-00002, 0.80548537065398E-00006, 0.17944674962508E+00002, 0.10005162678989E+00001, 0.14825281904636E+00000, -.10673031412433E+00002, 0.36768546797584E-00002, 0.12334974305836E-00008
0.15984702014833E+00002, 0.36666132702556E-00002, 0.36636582882402E-00002, 0.32855585898990E-00001, 0.32855924338153E-00001, 0.29313278211280E+00001, 0.36666126343506E-00002, 0.36666132702556E-00002, 0.36666127097766E-00002, -.29544215364622E-00005, 0.17737591253669E+00002, 0.10005168971308E+00001, 0.14799906733713E+00000, -.10673032992563E+00002, 0.36666119984456E-00002, 0.11209579344396E-00008
0.16000000000000E+00002, 0.36615648627611E-00002, 0.36572626400115E-00002, 0.32799511771562E-00001, 0.32799927215183E-00001, 0.29272983136094E+00001, 0.36615641719400E-00002, 0.36615648627611E-00002, 0.36615642660835E-00002, -.43016260720230E-00005, 0.17664479919746E+00002, 0.10005172097467E+00001, 0.14787271952947E+00000, -.10673033778715E+00002, 0.36615634811186E-00002, 0.11933553970432E-00008
0.16015344031583E+00002, 0.36565338471831E-00002, 0.36520307639513E-00002, 0.32743360395538E-00001, 0.32743851153446E-00001, 0.29232824962977E+00001, 0.36565330780347E-00002, 0.36565338471831E-00002, 0.36565331991169E-00002, -.45024351656452E-00005, 0.17534194550934E+00002, 0.10005175225997E+00001, 0.14774608939109E+00000, -.10673034566153E+00002, 0.36565323088863E-00002, 0.12961322411195E-00008
0.16046032061766E+00002, 0.36465099687758E-00002, 0.36446139106463E-00002, 0.32631291661830E-00001, 0.32631896938734E-00001, 0.29152806419861E+00001, 0.36465092360249E-00002, 0.36465099687758E-00002, 0.36465093483606E-00002, -.18954377143062E-00005, 0.17268616407207E+00002, 0.10005181465680E+00001, 0.14749303183954E+00000, -.10673036137808E+00002, 0.36465085032737E-00002, 0.12408306183185E-00008
0.16076721216388E+00002, 0.36364846654750E-00002, 0.36374717583531E-00002, 0.32519492991680E-00001, 0.32520151036527E-00001, 0.29072775792670E+00001, 0.36364841115243E-00002, 0.36364846654750E-00002, 0.36364841680816E-00002, 0.98759027153607E-00006, 0.16995314521835E+00002, 0.10005187691639E+00001, 0.14724015075533E+00000, -.10673037705233E+00002, 0.36364835575737E-00002, 0.99478696506402E-00009
0.16107414691384E+00002, 0.36263947552482E-00002, 0.36286805173142E-00002, 0.32407948584717E-00001, 0.32408634681074E-00001, 0.28992233354695E+00001, 0.36263940946440E-00002, 0.36263947552482E-00002, 0.36263941879913E-00002, 0.22863293228951E-00005, 0.16934712547629E+00002, 0.10005193913015E+00001, 0.14698741121769E+00000, -.10673039268577E+00002, 0.36263934340398E-00002, 0.11345136850490E-00008
0.16138109891272E+00002, 0.36161912190453E-00002, 0.36180771179276E-00002, 0.32296661463180E-00001, 0.32297406184992E-00001, 0.28910781044366E+00001, 0.36161905426915E-00002, 0.36161912190453E-00002, 0.36161906400884E-00002, 0.18864778392552E-00005, 0.16868171315526E+00002, 0.10005200127291E+00001, 0.14673482082355E+00000, -.10673040827668E+00002, 0.36161898663377E-00002, 0.11579137574513E-00008
0.16168801942107E+00002, 0.36058391621048E-00002, 0.36044392962604E-00002, 0.32185704853853E-00001, 0.32186561898234E-00001, 0.28828123577839E+00001, 0.36058386281479E-00002, 0.36058391621048E-00002, 0.36058386768407E-00002, -.13993805802225E-00005, 0.16786657399389E+00002, 0.10005206321783E+00001, 0.14648254697825E+00000, -.10673042382200E+00002, 0.36058380941910E-00002, 0.97052811888147E-00009
0.16199493798949E+00002, 0.35953085705649E-00002, 0.35911207603852E-00002, 0.32075144849762E-00001, 0.32076146036159E-00001, 0.28744022101280E+00001, 0.35953079072345E-00002, 0.35953085705649E-00002, 0.35953079989839E-00002, -.41872385986925E-00005, 0.16543357094391E+00002, 0.10005212485096E+00001, 0.14623074197939E+00000, -.10673043932254E+00002, 0.35953072439042E-00002, 0.11431620574466E-00008
0.16230188267548E+00002, 0.35845718172953E-00002, 0.35813550968789E-00002, 0.31964943100582E-00001, 0.31966074656235E-00001, 0.28658283121016E+00001, 0.35845711374990E-00002, 0.35845718172953E-00002, 0.35845712360201E-00002, -.32161391412339E-00005, 0.16290064698206E+00002, 0.10005218617416E+00001, 0.14597932068295E+00000, -.10673045477891E+00002, 0.35845704577028E-00002, 0.11625501229473E-00008
0.16260887521362E+00002, 0.35736091093232E-00002, 0.35726668011847E-00002, 0.31855044900075E-00001, 0.31856260978235E-00001, 0.28570752554492E+00001, 0.35736086113327E-00002, 0.35736091093232E-00002, 0.35736086524809E-00002, -.94185129614602E-00006, 0.15967171808145E+00002, 0.10005224734371E+00001, 0.14572815994189E+00000, -.10673047019126E+00002, 0.35736081133423E-00002, 0.91368470268381E-00009
0.16291590684761E+00002, 0.35624095015283E-00002, 0.35636012850171E-00002, 0.31745442806515E-00001, 0.31746706445775E-00001, 0.28481319961408E+00001, 0.35624089367412E-00002, 0.35624095015283E-00002, 0.35624090051198E-00002, 0.11922798973357E-00005, 0.15609041997142E+00002, 0.10005230850641E+00001, 0.14547724405445E+00000, -.10673048555815E+00002, 0.35624083719541E-00002, 0.99281702959049E-00009
0.16322293347550E+00002, 0.35509672479617E-00002, 0.35535757078700E-00002, 0.31636125497348E-00001, 0.31637441273389E-00001, 0.28389934243987E+00001, 0.35509666420310E-00002, 0.35509672479617E-00002, 0.35509667292331E-00002, 0.26089786369492E-00005, 0.15569573963945E+00002, 0.10005236960739E+00001, 0.14522654830149E+00000, -.10673050087628E+00002, 0.35509660361002E-00002, 0.10374573278069E-00008
